test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,45248.87,0.125,0.191,0.279,0.751
SET,35714.29,0.156,0.287,0.407,0.711
GET,34722.22,0.159,0.367,0.447,0.615
INCR,33112.59,0.159,0.327,0.431,10.879
