test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,32142.860,28571.430,35714.290,5050.765,37087.915,35714.290,38461.540,1942.599,36129.030,32258.060,40000.000,5474.378,0.327,0.287,0.367,0.057,0.323,0.319,0.327,0.006,0.271,0.223,0.319,0.068
INCR,32866.380,31250.000,34482.760,2285.907,40151.515,30303.030,50000.000,13927.861,38980.510,34482.760,43478.260,6360.779,0.299,0.271,0.327,0.040,0.263,0.199,0.327,0.091,0.255,0.247,0.263,0.011
PING_INLINE,28571.430,23809.520,33333.340,6734.358,30017.920,27777.780,32258.060,3168.036,34647.550,32258.060,37037.040,3379.249,0.379,0.303,0.455,0.107,0.451,0.279,0.623,0.243,0.307,0.295,0.319,0.017
SET,29166.670,25000.000,33333.340,5892.561,33333.340,33333.340,33333.340,0.000,36890.645,30303.030,43478.260,9316.294,0.335,0.255,0.415,0.113,0.279,0.239,0.319,0.057,0.251,0.191,0.311,0.085
