test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,30303.03,0.331,0.671,1.423,4.183
SET,30864.20,0.333,0.647,1.175,4.231
GET,32467.53,0.303,0.527,1.191,4.247
INCR,33003.30,0.304,0.567,0.807,4.199
