test,quiet_default_rps_avg,quiet_default_rps_std,quiet_default_p99_ms_avg,quiet_default_p99_ms_std,quiet_default_cpu_busy_ratio_avg,quiet_default_cpu_per_10k_requests_avg,noisy_default_rps_avg,noisy_default_rps_std,noisy_default_p99_ms_avg,noisy_default_p99_ms_std,noisy_default_cpu_busy_ratio_avg,noisy_default_cpu_per_10k_requests_avg,noisy_cgroup_v2_rps_avg,noisy_cgroup_v2_rps_std,noisy_cgroup_v2_p99_ms_avg,noisy_cgroup_v2_p99_ms_std,noisy_cgroup_v2_cpu_busy_ratio_avg,noisy_cgroup_v2_cpu_per_10k_requests_avg,noisy_scx_psi_rps_avg,noisy_scx_psi_rps_std,noisy_scx_psi_p99_ms_avg,noisy_scx_psi_p99_ms_std,noisy_scx_psi_cpu_busy_ratio_avg,noisy_scx_psi_cpu_per_10k_requests_avg
GET,36459.303,632.244,0.394,0.009,0.959,417.833,20556.080,183.285,0.839,0.014,0.975,624.333,26015.433,546.652,0.866,0.026,0.975,593.250,9442.210,309.461,4.439,0.383,0.967,1578.167
INCR,36640.323,747.428,0.423,0.014,0.959,417.833,20390.620,316.714,0.898,0.088,0.975,624.333,31190.730,517.490,0.866,0.068,0.975,593.250,9729.077,873.147,4.306,0.509,0.967,1578.167
PING_INLINE,31352.967,2036.153,1.204,0.346,0.959,417.833,19743.970,461.811,2.018,0.558,0.975,624.333,19385.333,850.223,1.922,0.910,0.975,593.250,4339.560,1481.051,7.970,1.728,0.967,1578.167
SET,36550.817,737.232,0.402,0.005,0.959,417.833,20026.840,64.569,0.879,0.028,0.975,624.333,19661.870,279.598,0.887,0.021,0.975,593.250,9424.673,240.415,4.268,0.144,0.967,1578.167
