test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,33277.87,0.288,0.519,0.631,0.967
SET,32467.53,0.287,0.487,0.591,3.551
GET,32467.53,0.286,0.479,0.607,1.127
INCR,36900.37,0.268,0.391,0.551,1.487
