test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16286.64,0.768,2.903,4.111,8.359
SET,16638.94,0.771,2.431,4.055,6.143
GET,29069.77,0.364,0.703,2.383,8.183
INCR,30487.80,0.337,0.679,1.887,5.183
