test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,20325.20,0.587,0.823,3.903,6.079
SET,19305.02,0.653,3.783,4.159,6.183
GET,15503.88,0.834,2.359,4.007,6.623
INCR,18034.27,0.685,3.583,4.087,6.183
