test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,44742.73,0.217,0.351,0.455,0.919
SET,48030.74,0.198,0.335,0.439,0.927
GET,49480.46,0.198,0.327,0.415,0.903
INCR,40485.83,0.232,0.343,0.439,2.375
