test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,31666.924,28571.430,38022.810,3749.555,38716.124,31152.650,48076.920,6256.675,38861.762,34129.690,44247.790,4107.314,0.617,0.511,0.719,0.085,0.479,0.407,0.551,0.061,0.445,0.399,0.543,0.056
INCR,32781.398,31948.880,33670.040,810.527,46641.734,33333.330,74074.070,16492.261,38157.056,35460.990,40485.830,2233.122,0.541,0.487,0.599,0.044,0.450,0.215,0.695,0.170,0.493,0.423,0.663,0.101
PING_INLINE,34916.710,29239.770,39840.640,4275.429,37956.950,34722.220,43103.450,3701.393,35617.942,33444.820,39370.080,2467.476,0.540,0.479,0.647,0.069,0.524,0.431,0.743,0.133,0.538,0.439,0.599,0.061
SET,32706.744,27855.150,38759.690,4557.824,39397.548,37453.180,42553.190,2126.682,39286.518,35087.720,42918.460,2790.159,0.649,0.503,0.807,0.111,0.508,0.399,0.687,0.125,0.461,0.383,0.543,0.061
