test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32573.29,0.148,0.247,0.327,0.479
SET,28653.29,0.179,0.327,0.399,0.719
GET,25773.20,0.198,0.359,0.535,0.927
INCR,28818.44,0.173,0.319,0.407,0.727
