test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,29629.630,29629.630,29629.630,0.000,29629.630,29629.630,29629.630,0.000,33333.330,33333.330,33333.330,0.000,0.319,0.319,0.319,0.000,0.263,0.263,0.263,0.000,0.239,0.239,0.239,0.000
INCR,29629.630,29629.630,29629.630,0.000,40000.000,40000.000,40000.000,0.000,36363.640,36363.640,36363.640,0.000,0.391,0.391,0.391,0.000,0.199,0.199,0.199,0.000,0.287,0.287,0.287,0.000
PING_INLINE,28571.430,28571.430,28571.430,0.000,29629.630,29629.630,29629.630,0.000,33333.330,33333.330,33333.330,0.000,0.407,0.407,0.407,0.000,0.327,0.327,0.327,0.000,0.303,0.303,0.303,0.000
SET,32000.000,32000.000,32000.000,0.000,34782.610,34782.610,34782.610,0.000,40000.000,40000.000,40000.000,0.000,0.367,0.367,0.367,0.000,0.319,0.319,0.319,0.000,0.271,0.271,0.271,0.000
