test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17543.86,0.629,2.343,3.927,5.951
SET,18850.14,0.590,2.311,2.919,4.359
GET,28901.73,0.363,0.719,2.319,6.111
INCR,34188.04,0.295,0.375,1.631,4.191
