test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17543.86,0.635,2.327,3.743,5.095
SET,18484.29,0.584,2.327,2.967,4.239
GET,4389.82,3.253,2.711,4.311,3000.319
INCR,18957.35,0.553,2.335,3.311,4.223
