test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,23557.13,0.405,0.663,0.767,1.983
SET,32894.74,0.296,0.511,0.647,2.271
GET,35971.22,0.261,0.335,0.383,0.735
INCR,35971.22,0.261,0.327,0.367,1.103
