test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,31397.17,0.312,0.607,0.743,3.031
SET,35842.29,0.273,0.351,0.399,1.055
GET,36429.87,0.264,0.335,0.391,2.535
INCR,36496.35,0.264,0.335,0.407,1.359
