test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,10638.30,1.200,3.855,5.647,8.751
SET,10793.31,1.184,3.871,4.855,6.975
GET,10178.12,1.243,3.959,4.879,7.327
INCR,10121.46,1.268,3.927,4.927,6.823
