test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,19782.39,0.577,0.871,2.807,4.671
SET,18484.29,0.585,2.311,2.943,4.359
GET,17905.10,0.616,2.303,2.919,4.119
INCR,18416.21,0.598,2.295,2.679,4.695
