"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","2248.20","10.274","0.192","3.607","8.951","11.599","3000.319"
"GET","32930.84","1.283","0.232","1.047","1.903","5.207","22.047"
"INCR","31578.95","1.359","0.240","1.031","2.263","6.455","22.575"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","32017.08","1.266","0.200","1.063","1.911","3.519","19.919"
"GET","32858.71","1.224","0.208","1.039","1.855","3.487","18.943"
"INCR","5022.60","7.872","0.360","1.439","2.239","3.127","3000.319"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","34168.56","1.401","0.424","1.391","2.087","2.887","4.095"
"GET","35419.12","1.320","0.360","1.319","1.951","2.207","5.679"
"INCR","35377.36","1.338","0.400","1.343","1.991","2.215","4.239"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","34722.22","1.364","0.416","1.367","2.015","2.255","4.527"
"GET","34482.76","1.370","0.360","1.367","2.039","2.575","6.415"
"INCR","35335.69","1.375","0.224","1.375","2.047","2.303","3.615"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","32119.91","1.475","0.416","1.415","2.407","3.103","4.591"
"GET","35252.64","1.266","0.376","1.263","1.863","2.055","3.479"
"INCR","35714.29","1.358","0.344","1.367","2.015","2.231","2.807"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","34443.17","1.342","0.304","1.351","1.967","2.223","3.615"
"GET","34443.17","1.306","0.248","1.295","1.919","2.399","5.031"
"INCR","34090.91","1.255","0.320","1.231","1.855","2.143","4.735"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","31914.89","1.481","0.280","1.439","2.359","3.087","5.175"
"GET","34762.46","1.319","0.272","1.311","1.935","2.183","7.599"
"INCR","33407.57","1.367","0.408","1.351","2.039","2.983","4.855"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","34802.79","1.474","0.440","1.447","2.207","2.455","4.231"
"GET","33482.14","1.434","0.408","1.391","2.207","3.063","4.751"
"INCR","35005.84","1.429","0.424","1.407","2.159","2.463","5.871"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","32822.76","1.466","0.440","1.439","2.199","3.047","5.551"
"GET","34682.08","1.348","0.272","1.351","1.991","2.359","5.007"
"INCR","35005.84","1.406","0.376","1.407","2.095","2.359","4.367"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","35169.99","1.431","0.432","1.415","2.151","2.391","3.895"
"GET","35419.12","1.352","0.416","1.351","2.007","2.279","5.231"
"INCR","34722.22","1.378","0.392","1.367","2.063","2.895","6.303"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","34482.76","1.387","0.248","1.399","2.047","2.319","3.951"
"GET","34522.44","1.246","0.240","1.231","1.847","2.071","2.775"
"INCR","35005.84","1.302","0.376","1.303","1.919","2.151","2.895"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","34364.26","1.452","0.304","1.423","2.191","2.615","4.711"
"GET","35294.12","1.303","0.376","1.303","1.943","2.239","3.879"
"INCR","34762.46","1.350","0.368","1.343","2.007","2.311","8.111"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","32930.84","1.493","0.312","1.447","2.319","3.063","4.383"
"GET","35211.27","1.299","0.264","1.303","1.935","2.191","3.639"
"INCR","28763.18","1.581","0.408","1.431","3.007","3.951","6.711"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","31813.36","1.399","0.392","1.359","2.143","3.063","5.103"
"GET","33222.59","1.362","0.272","1.319","2.023","3.487","5.335"
"INCR","34482.76","1.258","0.376","1.247","1.847","2.023","2.807"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","33975.09","1.434","0.280","1.415","2.175","2.991","4.759"
"GET","32644.18","1.443","0.392","1.383","2.359","3.047","4.567"
"INCR","34403.67","1.473","0.392","1.439","2.215","2.951","7.991"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","30927.83","1.544","0.432","1.463","2.831","3.799","5.759"
"GET","32154.34","1.447","0.352","1.391","2.383","3.079","5.167"
"INCR","32858.71","1.514","0.352","1.463","2.343","3.319","6.087"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","30120.48","1.570","0.256","1.471","2.959","3.287","7.903"
"GET","32537.96","1.501","0.288","1.447","2.335","3.055","4.375"
"INCR","33898.30","1.440","0.416","1.415","2.175","2.967","4.935"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","34403.67","1.440","0.456","1.439","2.127","2.391","3.823"
"GET","32397.41","1.421","0.240","1.383","2.215","3.031","5.519"
"INCR","34883.72","1.420","0.312","1.399","2.143","2.495","4.967"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","23510.97","1.707","0.440","1.455","3.071","4.007","7.791"
"GET","27497.71","1.569","0.384","1.423","3.015","3.479","5.391"
"INCR","34013.61","1.395","0.360","1.383","2.087","2.951","4.367"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","32362.46","1.494","0.448","1.447","2.335","3.095","4.559"
"GET","34924.33","1.375","0.408","1.383","2.039","2.271","3.247"
"INCR","30674.85","1.550","0.376","1.455","2.935","3.607","4.495"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","31545.74","1.534","0.464","1.471","2.431","3.199","5.327"
"GET","27422.30","1.616","0.344","1.463","3.007","3.479","6.319"
"INCR","33936.65","1.463","0.224","1.439","2.215","2.967","4.343"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","29296.87","1.597","0.432","1.487","2.991","3.279","9.631"
"GET","34802.79","1.448","0.432","1.439","2.151","2.399","3.719"
"INCR","33185.84","1.468","0.432","1.423","2.247","3.095","5.751"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","23419.20","1.751","0.432","1.519","3.063","3.967","5.263"
"GET","34802.79","1.465","0.408","1.439","2.191","2.439","4.871"
"INCR","29615.00","1.596","0.440","1.487","2.967","3.535","5.311"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","25773.20","1.721","0.432","1.519","3.111","4.191","10.071"
"GET","34602.08","1.385","0.192","1.391","2.047","2.327","4.151"
"INCR","30549.90","1.547","0.408","1.455","2.967","3.199","5.271"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","30060.12","1.489","0.464","1.407","2.991","3.151","9.743"
"GET","34443.17","1.339","0.408","1.335","1.983","2.263","5.135"
"INCR","33898.30","1.311","0.264","1.295","1.927","2.271","4.655"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","33112.58","1.388","0.280","1.375","2.031","2.455","13.127"
"GET","34602.08","1.268","0.280","1.255","1.863","2.031","3.839"
"INCR","34682.08","1.404","0.408","1.399","2.071","2.439","5.703"
