test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,1972.70,4.654,7.559,11.639,3000.319
SET,5955.93,2.471,2.999,3.663,6.311
GET,5778.34,2.558,2.999,3.543,5.927
INCR,7031.36,2.034,2.983,3.311,9.055
