test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4445.63,1.286,0.639,0.783,3000.319
SET,36153.29,0.273,0.351,0.487,2.239
GET,36791.76,0.265,0.335,0.383,0.839
INCR,36496.35,0.267,0.343,0.383,3.319
