test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4485.91,1.260,0.583,0.783,3000.319
SET,36390.10,0.268,0.351,0.407,1.279
GET,36179.45,0.268,0.351,0.407,1.671
INCR,36205.65,0.268,0.351,0.423,1.999
