test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16515.28,0.708,1.439,1.775,4.727
SET,26420.08,0.420,0.767,1.271,3.607
GET,31496.06,0.325,0.679,0.831,3.967
INCR,35398.23,0.282,0.375,0.663,2.463
