test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,11204.48,1.165,3.679,4.303,10.743
SET,11229.65,1.187,3.735,4.439,20.063
GET,11689.07,1.120,3.719,4.335,17.199
INCR,11160.71,1.195,3.415,4.295,11.567
