test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17921.15,0.599,2.343,3.703,15.231
SET,30211.48,0.344,0.455,2.383,8.015
GET,32000.00,0.320,0.519,1.695,12.607
INCR,33955.86,0.295,0.367,1.519,2.815
