test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,13522.65,0.929,3.823,4.439,6.759
SET,19212.29,0.621,0.863,3.999,6.191
GET,30721.96,0.334,0.615,2.167,6.183
INCR,34013.61,0.291,0.359,1.279,4.103
