test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,18315.02,0.658,0.935,2.727,4.703
SET,16233.77,0.773,3.807,4.135,6.135
GET,20100.50,0.582,0.775,0.879,2.647
INCR,17905.10,0.666,2.023,4.015,6.327
