test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,31446.54,0.325,0.655,0.783,1.847
SET,37593.98,0.262,0.351,0.399,0.567
GET,36764.70,0.264,0.351,0.423,0.951
INCR,37174.72,0.264,0.351,0.399,0.647
