test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,2048.13,7.595,12.767,14.951,548.351
SET,6311.14,2.314,2.991,3.279,6.143
GET,5712.65,2.589,2.991,3.247,4.911
INCR,6020.47,2.440,2.999,3.543,4.879
