test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,15174.51,0.767,3.063,4.671,7.375
SET,11627.91,0.979,4.263,5.423,17.583
GET,13386.88,0.781,4.239,4.351,5.359
INCR,13377.93,0.839,3.351,4.695,36.031
