test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17841.21,0.679,1.871,2.791,3.855
SET,16012.81,0.781,2.071,3.143,6.735
GET,13614.70,0.947,2.767,3.175,4.191
INCR,16012.81,0.765,2.903,3.175,6.151
