test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,12135.92,1.049,3.327,4.879,8.255
SET,10893.25,1.171,3.831,5.079,8.151
GET,9808.73,1.354,3.895,5.031,7.127
INCR,12368.58,1.032,3.063,4.655,12.855
