test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,34246.57,0.160,0.231,0.335,17.375
SET,31347.96,0.187,0.367,0.503,0.831
GET,36101.08,0.159,0.359,0.463,0.695
INCR,35087.72,0.152,0.343,0.471,0.991
