test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,30395.14,0.169,0.311,0.407,6.511
SET,35971.22,0.147,0.231,0.319,0.519
GET,32573.29,0.168,0.287,0.399,5.607
INCR,30487.80,0.165,0.279,0.383,0.719
