test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17482.52,0.628,2.311,3.271,6.111
SET,17809.44,0.618,2.311,2.815,32.607
GET,18298.26,0.582,2.351,3.071,28.479
INCR,18850.14,0.559,2.351,3.015,15.311
