test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,29629.63,42105.27,42105.27,0.399,0.351,0.287
INCR,26666.67,32000.00,30769.23,0.423,0.287,0.447
SET,30769.23,36363.64,34782.61,0.319,0.327,0.239
PING_INLINE,26666.67,29629.63,34782.61,0.359,0.319,0.279
