test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,28530.67,0.338,0.703,1.415,2.151
SET,35335.69,0.277,0.375,0.447,1.367
GET,34602.07,0.275,0.367,0.455,2.991
INCR,34662.04,0.281,0.351,0.399,17.999
