test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32000.00,0.294,0.431,0.575,1.279
SET,35523.98,0.253,0.367,0.535,0.935
GET,30769.23,0.291,0.487,0.623,0.839
INCR,39840.64,0.239,0.359,0.519,0.847
