test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,29411.76,34482.76,35714.29,0.351,0.271,0.247
INCR,32258.06,33333.34,27777.78,0.391,0.327,0.295
SET,27777.78,33333.34,33333.34,0.423,0.319,0.311
PING_INLINE,28571.43,33333.34,14925.37,0.423,0.279,0.815
