test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,20140.99,0.580,0.767,1.079,4.143
SET,17969.45,0.597,2.351,3.359,5.991
GET,8752.74,1.563,3.879,5.855,89.663
INCR,8503.40,1.645,3.815,5.863,10.039
