test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,31152.65,0.313,0.607,0.751,2.215
SET,35971.22,0.272,0.359,0.471,1.271
GET,36166.37,0.265,0.343,0.431,3.415
INCR,35842.29,0.268,0.351,0.447,2.127
