test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,29411.76,0.164,0.247,0.303,0.383
SET,33333.34,0.173,0.303,0.399,0.551
GET,27777.78,0.180,0.287,0.399,0.503
INCR,29411.76,0.168,0.247,0.383,0.503
