test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,31948.88,0.287,0.399,0.463,0.671
SET,36231.89,0.296,0.543,0.671,1.231
GET,38167.94,0.251,0.367,0.463,1.087
INCR,35714.29,0.265,0.399,0.559,0.863
