test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,36166.37,37453.18,35460.99,0.495,0.655,0.647
INCR,32733.22,41407.87,34602.07,0.599,0.447,0.687
SET,37593.98,37174.72,34364.26,0.471,0.471,0.583
PING_INLINE,34129.69,31897.93,35398.23,0.631,0.415,0.655
