test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,19474.20,0.606,0.831,2.815,6.159
SET,17761.99,0.698,3.623,4.119,6.207
GET,15082.96,0.841,2.487,4.135,6.191
INCR,18018.02,0.687,3.695,4.079,6.191
