test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,19474.20,0.612,2.167,4.031,6.151
SET,18552.88,0.640,2.335,4.015,8.151
GET,18348.62,0.657,2.247,4.023,6.159
INCR,16260.16,0.772,2.799,4.095,6.167
