test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,25000.000,25000.000,25000.000,0.000,31250.000,31250.000,31250.000,0.000,27777.780,27777.780,27777.780,0.000,0.423,0.423,0.423,0.000,0.351,0.351,0.351,0.000,0.375,0.375,0.375,0.000
INCR,24390.240,24390.240,24390.240,0.000,32258.060,32258.060,32258.060,0.000,28571.430,28571.430,28571.430,0.000,0.495,0.495,0.495,0.000,0.303,0.303,0.303,0.000,0.367,0.367,0.367,0.000
PING_INLINE,27777.780,27777.780,27777.780,0.000,33333.340,33333.340,33333.340,0.000,32258.060,32258.060,32258.060,0.000,0.407,0.407,0.407,0.000,0.279,0.279,0.279,0.000,0.279,0.279,0.279,0.000
SET,28571.430,28571.430,28571.430,0.000,32258.060,32258.060,32258.060,0.000,34482.760,34482.760,34482.760,0.000,0.391,0.391,0.391,0.000,0.343,0.343,0.343,0.000,0.279,0.279,0.279,0.000
