test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,1972.78,7.882,12.935,17.327,569.855
SET,7575.76,1.880,2.983,3.207,6.103
GET,7132.67,2.013,2.991,3.431,6.983
INCR,7173.60,1.996,2.983,3.255,4.847
