test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32051.28,0.311,0.615,0.767,2.423
SET,35087.72,0.275,0.351,0.407,0.935
GET,33557.05,0.282,0.359,0.407,0.751
INCR,32786.88,0.286,0.359,0.399,0.839
