test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,27205.880,25000.000,29411.760,3119.585,34647.550,32258.060,37037.040,3379.249,39938.555,32258.060,47619.050,10861.860,0.451,0.423,0.479,0.040,0.303,0.239,0.367,0.091,0.247,0.231,0.263,0.023
INCR,31818.185,30303.030,33333.340,2142.753,36375.665,35714.290,37037.040,935.325,39393.945,33333.340,45454.550,8570.990,0.363,0.279,0.447,0.119,0.307,0.303,0.311,0.006,0.231,0.191,0.271,0.057
PING_INLINE,32795.700,32258.060,33333.340,760.338,31754.030,31250.000,32258.060,712.806,32795.700,32258.060,33333.340,760.338,0.319,0.303,0.335,0.023,0.335,0.271,0.399,0.091,0.339,0.319,0.359,0.028
SET,32866.380,31250.000,34482.760,2285.907,31527.095,28571.430,34482.760,4179.942,37241.380,34482.760,40000.000,3901.278,0.315,0.247,0.383,0.096,0.339,0.295,0.383,0.062,0.267,0.247,0.287,0.028
