test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17699.12,0.670,1.999,3.215,5.935
SET,18656.72,0.577,2.335,2.951,4.087
GET,19361.08,0.594,1.271,2.807,18.399
INCR,18957.35,0.599,1.863,2.383,16.799
