test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,10277.49,1.257,3.911,5.375,8.359
SET,9823.18,1.299,4.287,5.271,17.295
GET,9363.30,1.383,4.255,5.487,8.303
INCR,10976.95,1.134,3.895,4.855,6.359
