test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32786.88,0.294,0.543,0.711,2.895
SET,35026.27,0.276,0.367,0.479,2.791
GET,35149.38,0.274,0.367,0.551,3.671
INCR,24154.59,0.394,0.647,0.743,3.463
