test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,31545.74,0.327,0.703,1.095,2.647
SET,37313.43,0.274,0.359,0.407,0.983
GET,36166.37,0.278,0.375,0.695,3.295
INCR,36697.25,0.273,0.359,0.447,1.343
