test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,23752.97,0.410,0.663,0.799,3.631
SET,34482.76,0.292,0.367,0.407,18.287
GET,35087.72,0.277,0.359,0.439,1.367
INCR,34129.69,0.289,0.359,0.407,16.167
