test,quiet_default_rps_avg,quiet_default_rps_std,quiet_default_p99_ms_avg,quiet_default_p99_ms_std,quiet_default_cpu_busy_ratio_avg,quiet_default_cpu_per_10k_requests_avg,noisy_default_rps_avg,noisy_default_rps_std,noisy_default_p99_ms_avg,noisy_default_p99_ms_std,noisy_default_cpu_busy_ratio_avg,noisy_default_cpu_per_10k_requests_avg,noisy_cgroup_v2_rps_avg,noisy_cgroup_v2_rps_std,noisy_cgroup_v2_p99_ms_avg,noisy_cgroup_v2_p99_ms_std,noisy_cgroup_v2_cpu_busy_ratio_avg,noisy_cgroup_v2_cpu_per_10k_requests_avg,noisy_scx_psi_rps_avg,noisy_scx_psi_rps_std,noisy_scx_psi_p99_ms_avg,noisy_scx_psi_p99_ms_std,noisy_scx_psi_cpu_busy_ratio_avg,noisy_scx_psi_cpu_per_10k_requests_avg
GET,35642.167,820.333,0.436,0.012,0.956,426.125,7740.483,1507.512,7.042,1.894,0.977,793.208,33540.133,1964.495,1.255,0.911,0.981,572.083,7348.103,1087.655,9.188,2.863,0.964,1401.042
INCR,35449.093,692.474,0.410,0.036,0.956,426.125,7765.427,2151.134,8.228,0.241,0.977,793.208,34582.433,124.668,1.196,0.095,0.981,572.083,7235.580,2308.142,10.140,4.232,0.964,1401.042
PING_INLINE,30730.317,621.990,1.410,0.079,0.956,426.125,7861.063,1518.615,8.151,0.361,0.977,793.208,8468.003,1605.127,7.084,2.887,0.981,572.083,6613.020,1707.278,11.148,3.890,0.964,1401.042
SET,35225.797,1361.683,0.594,0.156,0.956,426.125,8620.653,2480.039,7.866,0.827,0.977,793.208,32815.013,1485.939,1.559,0.251,0.981,572.083,9381.103,474.232,6.831,2.772,0.964,1401.042
