test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,35149.38,0.270,0.423,0.551,2.999
SET,36496.35,0.261,0.399,0.551,4.743
GET,36900.37,0.266,0.447,0.647,1.295
INCR,34305.32,0.279,0.439,0.559,3.319
