test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,34482.76,0.281,0.519,0.719,1.103
SET,5396.65,2.719,0.655,0.815,3000.319
GET,36363.64,0.262,0.343,0.415,2.087
INCR,35971.22,0.267,0.351,0.447,1.527
