test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,2757.10,3.818,4.343,6.295,3000.319
SET,12202.56,1.080,3.055,4.319,6.583
GET,9564.80,1.386,4.151,5.143,7.415
INCR,10422.09,1.260,3.927,5.111,7.847
