test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17985.61,0.610,2.335,3.335,4.487
SET,19047.62,0.551,2.335,2.983,4.175
GET,25062.66,0.425,0.911,3.111,6.743
INCR,31007.75,0.331,0.663,1.951,4.183
