test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17809.44,0.607,2.343,3.847,4.823
SET,19175.46,0.583,2.263,2.751,4.199
GET,4662.00,3.083,2.671,4.023,3000.319
INCR,19474.20,0.556,2.295,2.639,4.199
