test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,18382.35,0.619,2.311,3.591,4.655
SET,17985.61,0.611,2.335,2.935,6.071
GET,5680.20,2.588,4.863,6.567,70.079
INCR,18709.07,0.619,1.879,3.735,8.007
