test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,27434.84,0.370,0.927,1.519,4.311
SET,31847.13,0.325,0.631,0.919,4.391
GET,30120.48,0.341,0.687,0.863,5.183
INCR,31595.58,0.326,0.655,0.863,5.599
