test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,14295.92,0.850,2.695,4.303,7.095
SET,18709.07,0.636,0.839,3.903,6.223
GET,16155.09,0.760,2.855,4.119,6.191
INCR,17316.02,0.668,0.911,1.951,5.183
