test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,39603.96,0.249,0.391,0.535,0.855
SET,39138.95,0.241,0.367,0.479,0.823
GET,36496.35,0.259,0.431,0.607,1.495
INCR,33444.82,0.264,0.375,0.503,0.719
